
columns,data,id
regnumber,,60
name,Марж. амер. Put 6000 с исп. 17 марта на фьюч. контр. AFLT-3.21,60
isin,,60
is_traded,1,60
emitent_id,1300,60
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",60
emitent_inn,7712040126,60
emitent_okpo,29063984,60
gosreg,,60
type,option,60
group,futures_options,60
primary_boardid,ROPD,60
marketprice_boardid,,60
id,412689479,61
secid,AF6000BP1,61
shortname,AFLT-6.21M140421PA6000,61
regnumber,,61
name,Марж. амер. Put 6000 с исп. 14 апр. на фьюч. контр. AFLT-6.21,61
isin,,61
is_traded,1,61
emitent_id,1300,61
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",61
emitent_inn,7712040126,61
emitent_okpo,29063984,61
gosreg,,61
type,option,61
group,futures_options,61
primary_boardid,ROPD,61
marketprice_boardid,,61
id,412884133,62
secid,AF6000BQ1,62
shortname,AFLT-6.21M190521PA6000,62
regnumber,,62
name,Марж. амер. Put 6000 с исп. 19 мая на фьюч. контр. AFLT-6.21,62
isin,,62
is_traded,1,62
emitent_id,1300,62
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",62
emitent_inn,7712040126,62
emitent_okpo,29063984,62
gosreg,,62
type,option,62
group,futures_options,62
primary_boardid,ROPD,62
marketprice_boardid,,62
id,412462843,63
secid,AF6000BR1,63
shortname,AFLT-6.21M160621PA6000,63
regnumber,,63
name,Марж. амер. Put 6000 с исп. 16 июня на фьюч. контр. AFLT-6.21,63
isin,,63
is_traded,1,63
emitent_id,1300,63
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",63
emitent_inn,7712040126,63
emitent_okpo,29063984,63
gosreg,,63
type,option,63
group,futures_options,63
primary_boardid,ROPD,63
marketprice_boardid,,63
id,411893011,64
secid,AF6250BC1,64
shortname,AFLT-3.21M170321CA6250,64
regnumber,,64
name,Марж. амер. Call 6250 с исп. 17 марта на фьюч. контр. AFLT-3.21,64
isin,,64
is_traded,1,64
emitent_id,1300,64
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",64
emitent_inn,7712040126,64
emitent_okpo,29063984,64
gosreg,,64
type,option,64
group,futures_options,64
primary_boardid,ROPD,64
marketprice_boardid,,64
id,412689481,65
secid,AF6250BD1,65
shortname,AFLT-6.21M140421CA6250,65
regnumber,,65
name,Марж. амер. Call 6250 с исп. 14 апр. на фьюч. контр. AFLT-6.21,65
isin,,65
is_traded,1,65
emitent_id,1300,65
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",65
emitent_inn,7712040126,65
emitent_okpo,29063984,65
gosreg,,65
type,option,65
group,futures_options,65
primary_boardid,ROPD,65
marketprice_boardid,,65
id,412884135,66
secid,AF6250BE1,66
shortname,AFLT-6.21M190521CA6250,66
regnumber,,66
name,Марж. амер. Call 6250 с исп. 19 мая на фьюч. контр. AFLT-6.21,66
isin,,66
is_traded,1,66
emitent_id,1300,66
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",66
emitent_inn,7712040126,66
emitent_okpo,29063984,66
gosreg,,66
type,option,66
group,futures_options,66
primary_boardid,ROPD,66
marketprice_boardid,,66
id,412462845,67
secid,AF6250BF1,67
shortname,AFLT-6.21M160621CA6250,67
regnumber,,67
name,Марж. амер. Call 6250 с исп. 16 июня на фьюч. контр. AFLT-6.21,67
isin,,67
is_traded,1,67
emitent_id,1300,67
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",67
emitent_inn,7712040126,67
emitent_okpo,29063984,67
gosreg,,67
type,option,67
group,futures_options,67
primary_boardid,ROPD,67
marketprice_boardid,,67
id,411893013,68
secid,AF6250BO1,68
shortname,AFLT-3.21M170321PA6250,68
regnumber,,68
name,Марж. амер. Put 6250 с исп. 17 марта на фьюч. контр. AFLT-3.21,68
isin,,68
is_traded,1,68
emitent_id,1300,68
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",68
emitent_inn,7712040126,68
emitent_okpo,29063984,68
gosreg,,68
type,option,68
group,futures_options,68
primary_boardid,ROPD,68
marketprice_boardid,,68
id,412689483,69
secid,AF6250BP1,69
shortname,AFLT-6.21M140421PA6250,69
regnumber,,69
name,Марж. амер. Put 6250 с исп. 14 апр. на фьюч. контр. AFLT-6.21,69
isin,,69
is_traded,1,69
emitent_id,1300,69
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",69
emitent_inn,7712040126,69
emitent_okpo,29063984,69
gosreg,,69
type,option,69
group,futures_options,69
primary_boardid,ROPD,69
marketprice_boardid,,69
id,412884137,70
secid,AF6250BQ1,70
shortname,AFLT-6.21M190521PA6250,70
regnumber,,70
name,Марж. амер. Put 6250 с исп. 19 мая на фьюч. контр. AFLT-6.21,70
isin,,70
is_traded,1,70
emitent_id,1300,70
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",70
emitent_inn,7712040126,70
emitent_okpo,29063984,70
gosreg,,70
type,option,70
group,futures_options,70
primary_boardid,ROPD,70
marketprice_boardid,,70
id,412462847,71
secid,AF6250BR1,71
shortname,AFLT-6.21M160621PA6250,71
regnumber,,71
name,Марж. амер. Put 6250 с исп. 16 июня на фьюч. контр. AFLT-6.21,71
isin,,71
is_traded,1,71
emitent_id,1300,71
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",71
emitent_inn,7712040126,71
emitent_okpo,29063984,71
gosreg,,71
type,option,71
group,futures_options,71
primary_boardid,ROPD,71
marketprice_boardid,,71
id,411893015,72
secid,AF6500BC1,72
shortname,AFLT-3.21M170321CA6500,72
regnumber,,72
name,Марж. амер. Call 6500 с исп. 17 марта на фьюч. контр. AFLT-3.21,72
isin,,72
is_traded,1,72
emitent_id,1300,72
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",72
emitent_inn,7712040126,72
emitent_okpo,29063984,72
gosreg,,72
type,option,72
group,futures_options,72
primary_boardid,ROPD,72
marketprice_boardid,,72
id,412689485,73
secid,AF6500BD1,73
shortname,AFLT-6.21M140421CA6500,73
regnumber,,73
name,Марж. амер. Call 6500 с исп. 14 апр. на фьюч. контр. AFLT-6.21,73
isin,,73
is_traded,1,73
emitent_id,1300,73
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",73
emitent_inn,7712040126,73
emitent_okpo,29063984,73
gosreg,,73
type,option,73
group,futures_options,73
primary_boardid,ROPD,73
marketprice_boardid,,73
id,412884139,74
secid,AF6500BE1,74
shortname,AFLT-6.21M190521CA6500,74
regnumber,,74
name,Марж. амер. Call 6500 с исп. 19 мая на фьюч. контр. AFLT-6.21,74
isin,,74
is_traded,1,74
emitent_id,1300,74
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",74
emitent_inn,7712040126,74
emitent_okpo,29063984,74
gosreg,,74
type,option,74
group,futures_options,74
primary_boardid,ROPD,74
marketprice_boardid,,74
id,412462849,75
secid,AF6500BF1,75
shortname,AFLT-6.21M160621CA6500,75
regnumber,,75
name,Марж. амер. Call 6500 с исп. 16 июня на фьюч. контр. AFLT-6.21,75
isin,,75
is_traded,1,75
emitent_id,1300,75
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",75
emitent_inn,7712040126,75
emitent_okpo,29063984,75
gosreg,,75
type,option,75
group,futures_options,75
primary_boardid,ROPD,75
marketprice_boardid,,75
id,411893017,76
secid,AF6500BO1,76
shortname,AFLT-3.21M170321PA6500,76
regnumber,,76
name,Марж. амер. Put 6500 с исп. 17 марта на фьюч. контр. AFLT-3.21,76
isin,,76
is_traded,1,76
emitent_id,1300,76
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",76
emitent_inn,7712040126,76
emitent_okpo,29063984,76
gosreg,,76
type,option,76
group,futures_options,76
primary_boardid,ROPD,76
marketprice_boardid,,76
id,412689487,77
secid,AF6500BP1,77
shortname,AFLT-6.21M140421PA6500,77
regnumber,,77
name,Марж. амер. Put 6500 с исп. 14 апр. на фьюч. контр. AFLT-6.21,77
isin,,77
is_traded,1,77
emitent_id,1300,77
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",77
emitent_inn,7712040126,77
emitent_okpo,29063984,77
gosreg,,77
type,option,77
group,futures_options,77
primary_boardid,ROPD,77
marketprice_boardid,,77
id,412884141,78
secid,AF6500BQ1,78
shortname,AFLT-6.21M190521PA6500,78
regnumber,,78
name,Марж. амер. Put 6500 с исп. 19 мая на фьюч. контр. AFLT-6.21,78
isin,,78
is_traded,1,78
emitent_id,1300,78
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",78
emitent_inn,7712040126,78
emitent_okpo,29063984,78
gosreg,,78
type,option,78
group,futures_options,78
primary_boardid,ROPD,78
marketprice_boardid,,78
id,412462851,79
secid,AF6500BR1,79
shortname,AFLT-6.21M160621PA6500,79
regnumber,,79
name,Марж. амер. Put 6500 с исп. 16 июня на фьюч. контр. AFLT-6.21,79
isin,,79
is_traded,1,79
emitent_id,1300,79
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",79
emitent_inn,7712040126,79
emitent_okpo,29063984,79
gosreg,,79
type,option,79
group,futures_options,79
primary_boardid,ROPD,79
marketprice_boardid,,79
id,411893019,80
secid,AF6750BC1,80
shortname,AFLT-3.21M170321CA6750,80
regnumber,,80
name,Марж. амер. Call 6750 с исп. 17 марта на фьюч. контр. AFLT-3.21,80
isin,,80
is_traded,1,80
emitent_id,1300,80
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",80
emitent_inn,7712040126,80
emitent_okpo,29063984,80
gosreg,,80
type,option,80
group,futures_options,80
primary_boardid,ROPD,80
marketprice_boardid,,80
id,412689489,81
secid,AF6750BD1,81
shortname,AFLT-6.21M140421CA6750,81
regnumber,,81
name,Марж. амер. Call 6750 с исп. 14 апр. на фьюч. контр. AFLT-6.21,81
isin,,81
is_traded,1,81
emitent_id,1300,81
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",81
emitent_inn,7712040126,81
emitent_okpo,29063984,81
gosreg,,81
type,option,81
group,futures_options,81
primary_boardid,ROPD,81
marketprice_boardid,,81
id,412884143,82
secid,AF6750BE1,82
shortname,AFLT-6.21M190521CA6750,82
regnumber,,82
name,Марж. амер. Call 6750 с исп. 19 мая на фьюч. контр. AFLT-6.21,82
isin,,82
is_traded,1,82
emitent_id,1300,82
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",82
emitent_inn,7712040126,82
emitent_okpo,29063984,82
gosreg,,82
type,option,82
group,futures_options,82
primary_boardid,ROPD,82
marketprice_boardid,,82
id,412462853,83
secid,AF6750BF1,83
shortname,AFLT-6.21M160621CA6750,83
regnumber,,83
name,Марж. амер. Call 6750 с исп. 16 июня на фьюч. контр. AFLT-6.21,83
isin,,83
is_traded,1,83
emitent_id,1300,83
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",83
emitent_inn,7712040126,83
emitent_okpo,29063984,83
gosreg,,83
type,option,83
group,futures_options,83
primary_boardid,ROPD,83
marketprice_boardid,,83
id,411893021,84
secid,AF6750BO1,84
shortname,AFLT-3.21M170321PA6750,84
regnumber,,84
name,Марж. амер. Put 6750 с исп. 17 марта на фьюч. контр. AFLT-3.21,84
isin,,84
is_traded,1,84
emitent_id,1300,84
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",84
emitent_inn,7712040126,84
emitent_okpo,29063984,84
gosreg,,84
type,option,84
group,futures_options,84
primary_boardid,ROPD,84
marketprice_boardid,,84
id,412689491,85
secid,AF6750BP1,85
shortname,AFLT-6.21M140421PA6750,85
regnumber,,85
name,Марж. амер. Put 6750 с исп. 14 апр. на фьюч. контр. AFLT-6.21,85
isin,,85
is_traded,1,85
emitent_id,1300,85
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",85
emitent_inn,7712040126,85
emitent_okpo,29063984,85
gosreg,,85
type,option,85
group,futures_options,85
primary_boardid,ROPD,85
marketprice_boardid,,85
id,412884145,86
secid,AF6750BQ1,86
shortname,AFLT-6.21M190521PA6750,86
regnumber,,86
name,Марж. амер. Put 6750 с исп. 19 мая на фьюч. контр. AFLT-6.21,86
isin,,86
is_traded,1,86
emitent_id,1300,86
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",86
emitent_inn,7712040126,86
emitent_okpo,29063984,86
gosreg,,86
type,option,86
group,futures_options,86
primary_boardid,ROPD,86
marketprice_boardid,,86
id,412462855,87
secid,AF6750BR1,87
shortname,AFLT-6.21M160621PA6750,87
regnumber,,87
name,Марж. амер. Put 6750 с исп. 16 июня на фьюч. контр. AFLT-6.21,87
isin,,87
is_traded,1,87
emitent_id,1300,87
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",87
emitent_inn,7712040126,87
emitent_okpo,29063984,87
gosreg,,87
type,option,87
group,futures_options,87
primary_boardid,ROPD,87
marketprice_boardid,,87
id,411893023,88
secid,AF7000BC1,88
shortname,AFLT-3.21M170321CA7000,88
regnumber,,88
name,Марж. амер. Call 7000 с исп. 17 марта на фьюч. контр. AFLT-3.21,88
isin,,88
is_traded,1,88
emitent_id,1300,88
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",88
emitent_inn,7712040126,88
emitent_okpo,29063984,88
gosreg,,88
type,option,88
group,futures_options,88
primary_boardid,ROPD,88
marketprice_boardid,,88
id,412689493,89
secid,AF7000BD1,89
shortname,AFLT-6.21M140421CA7000,89
regnumber,,89
name,Марж. амер. Call 7000 с исп. 14 апр. на фьюч. контр. AFLT-6.21,89
isin,,89
is_traded,1,89
emitent_id,1300,89
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",89
emitent_inn,7712040126,89
emitent_okpo,29063984,89
gosreg,,89
type,option,89
group,futures_options,89
primary_boardid,ROPD,89
marketprice_boardid,,89
id,412884147,90
secid,AF7000BE1,90
shortname,AFLT-6.21M190521CA7000,90
regnumber,,90
name,Марж. амер. Call 7000 с исп. 19 мая на фьюч. контр. AFLT-6.21,90
isin,,90
is_traded,1,90
emitent_id,1300,90
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",90
emitent_inn,7712040126,90
emitent_okpo,29063984,90
gosreg,,90
type,option,90
group,futures_options,90
primary_boardid,ROPD,90
marketprice_boardid,,90
id,412462857,91
secid,AF7000BF1,91
shortname,AFLT-6.21M160621CA7000,91
regnumber,,91
name,Марж. амер. Call 7000 с исп. 16 июня на фьюч. контр. AFLT-6.21,91
isin,,91
is_traded,1,91
emitent_id,1300,91
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",91
emitent_inn,7712040126,91
emitent_okpo,29063984,91
gosreg,,91
type,option,91
group,futures_options,91
primary_boardid,ROPD,91
marketprice_boardid,,91
id,411893025,92
secid,AF7000BO1,92
shortname,AFLT-3.21M170321PA7000,92
regnumber,,92
name,Марж. амер. Put 7000 с исп. 17 марта на фьюч. контр. AFLT-3.21,92
isin,,92
is_traded,1,92
emitent_id,1300,92
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",92
emitent_inn,7712040126,92
emitent_okpo,29063984,92
gosreg,,92
type,option,92
group,futures_options,92
primary_boardid,ROPD,92
marketprice_boardid,,92
id,412689495,93
secid,AF7000BP1,93
shortname,AFLT-6.21M140421PA7000,93
regnumber,,93
name,Марж. амер. Put 7000 с исп. 14 апр. на фьюч. контр. AFLT-6.21,93
isin,,93
is_traded,1,93
emitent_id,1300,93
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",93
emitent_inn,7712040126,93
emitent_okpo,29063984,93
gosreg,,93
type,option,93
group,futures_options,93
primary_boardid,ROPD,93
marketprice_boardid,,93
id,412884149,94
secid,AF7000BQ1,94
shortname,AFLT-6.21M190521PA7000,94
regnumber,,94
name,Марж. амер. Put 7000 с исп. 19 мая на фьюч. контр. AFLT-6.21,94
isin,,94
is_traded,1,94
emitent_id,1300,94
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",94
emitent_inn,7712040126,94
emitent_okpo,29063984,94
gosreg,,94
type,option,94
group,futures_options,94
primary_boardid,ROPD,94
marketprice_boardid,,94
id,412462859,95
secid,AF7000BR1,95
shortname,AFLT-6.21M160621PA7000,95
regnumber,,95
name,Марж. амер. Put 7000 с исп. 16 июня на фьюч. контр. AFLT-6.21,95
isin,,95
is_traded,1,95
emitent_id,1300,95
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",95
emitent_inn,7712040126,95
emitent_okpo,29063984,95
gosreg,,95
type,option,95
group,futures_options,95
primary_boardid,ROPD,95
marketprice_boardid,,95
id,411893027,96
secid,AF7250BC1,96
shortname,AFLT-3.21M170321CA7250,96
regnumber,,96
name,Марж. амер. Call 7250 с исп. 17 марта на фьюч. контр. AFLT-3.21,96
isin,,96
is_traded,1,96
emitent_id,1300,96
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",96
emitent_inn,7712040126,96
emitent_okpo,29063984,96
gosreg,,96
type,option,96
group,futures_options,96
primary_boardid,ROPD,96
marketprice_boardid,,96
id,412689497,97
secid,AF7250BD1,97
shortname,AFLT-6.21M140421CA7250,97
regnumber,,97
name,Марж. амер. Call 7250 с исп. 14 апр. на фьюч. контр. AFLT-6.21,97
isin,,97
is_traded,1,97
emitent_id,1300,97
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",97
emitent_inn,7712040126,97
emitent_okpo,29063984,97
gosreg,,97
type,option,97
group,futures_options,97
primary_boardid,ROPD,97
marketprice_boardid,,97
id,412884151,98
secid,AF7250BE1,98
shortname,AFLT-6.21M190521CA7250,98
regnumber,,98
name,Марж. амер. Call 7250 с исп. 19 мая на фьюч. контр. AFLT-6.21,98
isin,,98
is_traded,1,98
emitent_id,1300,98
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",98
emitent_inn,7712040126,98
emitent_okpo,29063984,98
gosreg,,98
type,option,98
group,futures_options,98
primary_boardid,ROPD,98
marketprice_boardid,,98
id,412462861,99
secid,AF7250BF1,99
shortname,AFLT-6.21M160621CA7250,99
regnumber,,99
name,Марж. амер. Call 7250 с исп. 16 июня на фьюч. контр. AFLT-6.21,99
isin,,99
is_traded,1,99
emitent_id,1300,99
emitent_title,"Публичное акционерное общество ""Аэрофлот – российские авиалинии""",99
emitent_inn,7712040126,99
emitent_okpo,29063984,99
gosreg,,99
type,option,99
group,futures_options,99
primary_boardid,ROPD,99
marketprice_boardid,,99
